,device_branch,device_province,device_name,device_ip,device_serial_number,start_ma_date,end_ma_date,start_license_date,end_license_date,end_sw_support_date,end_hw_support_date,start_used_date,user_created
33,NamTuLiem,HNI,118.70.132.70,118.70.132.70,Q3AJCWQ9ZMXL,None,None,None,None,None,None,None,admin
34,NgoGiaTu,BGG,118.70.120.13,118.70.120.13,Q3AJ42H2ZBSW,None,None,None,None,None,None,None,admin
35,NguyenDu,HTH,113.160.178.230,113.160.178.230,Q3AJDEHHSKWD,None,None,None,None,None,None,None,admin
36,NguyenDuyTrinh,HCM,118.69.226.233,118.69.226.233,Q3AJVDKZW648,None,None,None,None,None,None,None,admin
37,NguyenVanCu,NAN,118.70.127.63,118.70.127.63,Q3AJJHHSRWPX,None,None,None,None,None,None,None,admin
38,NinhKieu,CTO,113.161.210.211,113.161.210.211,Q3AJB9L8FLD9,None,None,None,None,None,None,None,admin
39,PhamHung,HNI,118.70.131.21,118.70.131.21,Q3AJPAV69GJE,None,None,None,None,None,None,None,admin
40,PhanHuyIch,HCM,113.161.94.42,113.161.94.42,Q3AJDGHZ5ZW2,None,None,None,None,None,None,None,admin
41,PhoYen,TNN,210.245.74.12,210.245.74.12,Q3AJBC4RSJGP,None,None,None,None,None,None,None,admin
42,PhuLam,HCM,113.161.47.63,113.161.47.63,Q3AJGB8SNQAT,None,None,None,None,None,None,None,admin
43,PhuocKien,HCM,118.69.53.223,118.69.53.223,Q3AJFS5TQ9EY,None,None,None,None,None,None,None,admin
44,PhuocTien,KHA,171.244.80.31,171.244.80.31,Q3AJZT9DVBPX,None,None,None,None,None,None,None,admin
45,PhuYen,PYN,118.69.183.154,118.69.183.154,Q3AJ6B8NVY6H,None,None,None,None,None,None,None,admin
46,QuangNgai,QNI,118.69.63.64,118.69.63.64,Q3AJN7ZV2KKX,None,None,None,None,None,None,None,admin
47,QuangTri,QTI,222.252.250.116,222.252.250.116,Q3AJLYCT65RD,None,None,None,None,None,None,None,admin
48,QueVo,BNH,118.70.128.129,118.70.128.129,Q3AJAG7GF9EJ,None,None,None,None,None,None,None,admin
49,SaiGon,HCM,118.69.182.180,118.69.182.180,Q3AJBXK29YRG,None,None,None,None,None,None,None,admin
50,SocSon,HNI,222.252.1.33,222.252.1.33,Q3AJPAS9ARDB,None,None,None,None,None,None,None,admin
51,SocTrang,STG,118.69.37.244,118.69.37.244,Q3AJ83GVZ96M,None,None,None,None,None,None,None,admin
52,TanUyen,BDG,113.161.222.117,113.161.222.117,Q3AJUH7Y7ASJ,None,None,None,None,None,None,None,admin
53,ThangLong,HNI,118.70.135.31,118.70.135.31,Q3AJL325XNM2,None,None,None,None,None,None,None,admin
54,TienGiang,TGG,123.25.238.49,123.25.238.49,Q3AJSXUD6M4G,None,None,None,None,None,None,None,admin
55,TonDucThang,HNI,118.70.132.31,118.70.132.31,Q3AJFHUY29H4,None,None,None,None,None,None,None,admin
56,TranDuyHung,HNI,123.24.143.57,123.24.143.57,Q3AJ85H4UPGQ,None,None,None,None,None,None,None,admin
57,TranHungDao,HNI,27.72.88.101,27.72.88.101,Q3AJKK9L9FQX,None,None,None,None,None,None,None,admin
58,TruongThi,THA,113.160.187.46,113.160.187.46,Q3AJCGLTH9NH,None,None,None,None,None,None,None,admin
59,VinhLong,VLG,118.69.62.89,118.69.62.89,Q3AJ59YRDT2K,None,None,None,None,None,None,None,admin
60,XuyenMoc,VTU,14.237.91.133,14.237.91.133,Q3AJELHWB7FQ,None,None,None,None,None,None,None,admin
61,NamHaNoi,HNI,118.71.5.127,118.71.5.127,Q3AJD48H7B4D,None,None,None,None,None,None,None,admin
62,Quan3,HCM,14.241.246.34,14.241.246.34,Q3AJ449QEPP5,None,None,None,None,None,None,None,admin
63,CoreSw,TTVMT,10.196.9.1,10.196.9.1,FDO1828Z1VD,2023-01-06,2023-12-31,None,None,2023-01-12,2023-01-12,2023-01-12,admin
64,SF,TTVMT,10.196.9.2,10.196.9.2,FOC1914S0FV,2023-01-06,2024-05-31,None,None,2017-10-31,2021-10-31,None,admin
65,SwCore,TTVMN,10.128.9.1,10.128.9.1,FOC1913U0CU,2023-01-06,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
66,SF,TTVMN,10.128.9.2,10.128.9.2,FOC1914S0A2,2023-01-06,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
67,Outbound,TTVMN,10.128.12.86,10.128.12.86,FG800D5818800661,2023-01-06,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
68,89LH,89LH,10.39.190.1,10.39.190.1,SMC200400BR,2023-01-06,2024-05-31,None,None,None,None,None,admin
69,89LH,89LH,10.39.132.13,10.39.132.13,FCH2008V1FL,2023-06-01,2024-05-31,None,None,2023-04-30,2027-04-30,None,admin
70,89LH,89LH,10.39.190.11,10.39.190.11,FCW2011C0L9,2023-06-01,2024-05-31,None,None,2023-01-31,2027-01-31,None,admin
71,89LH,89LH,10.39.191.1,10.39.191.1,FCW2011A27H,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
72,89LH,89LH,10.39.190.13,10.39.190.13,FCW2011D0EU,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
73,89LH,89LH,10.39.191.5,10.39.191.5,FOC2011Z1KR,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
74,89LH,89LH,10.39.190.12,10.39.190.12,FCW2011C0LA,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
75,89LH,89LH,10.39.190.20,10.39.190.20,FOC2011U0MR,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
76,89LH,89LH,10.39.191.7,10.39.191.7,FCW2011A25R,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
77,89LH,89LH,10.39.190.21,10.39.190.21,FCW2011C0KR,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
78,89LH,89LH,10.39.190.22,10.39.190.22,FOC2011U0NL,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
79,89LH,89LH,10.39.190.23,10.39.190.23,FCW2011D0FF,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
80,89LH,89LH,10.39.190.24,10.39.190.24,FCW2011D0F3,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
81,89LH,89LH,10.39.190.25,10.39.190.25,FCW2011D0FA,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
82,89LH,89LH,10.39.190.26,10.39.190.26,FCW2011D0EP,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
83,89LH,89LH,10.39.190.27,10.39.190.27,FOC2011X0K5,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
84,89LH,89LH,10.39.190.28,10.39.190.28,FCW2011F0K5,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
85,89LH,89LH,10.39.190.29,10.39.190.29,FOC2011X0K1,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
86,89LH,89LH,10.39.190.234,10.39.190.234,FOC2119U16M,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
87,89LH,89LH,10.39.190.239,10.39.190.239,FCW2111B6CM,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
88,89LH,89LH,10.39.191.140,10.39.191.140,FOC2715YX3H,None,None,None,None,2003-10-31,2027-10-31,None,admin
89,89LH,89LH,10.39.191.50,10.39.191.50,FOC2230U03J,2023-06-01,2024-05-31,None,None,None,None,None,admin
90,89LH,89LH,10.39.191.51,10.39.191.51,FCW2228B4W8,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
91,89LH,89LH,10.39.191.66,10.39.191.66,FOC2230X065,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
92,89LH,89LH,10.39.191.67,10.39.191.67,FCW2227B0P3,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
93,89LH,89LH,10.39.191.58,10.39.191.58,FOC2202X1F8,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
94,89LH,89LH,10.39.191.59,10.39.191.59,FCW2228B4VD,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
95,89LH,89LH,10.39.191.42,10.39.191.42,FCW2011C0L8,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
96,89LH,89LH,10.39.190.38,10.39.190.38,FCW2011F0JZ,2023-06-01,2024-05-31,None,None,2024-05-30,2028-05-31,None,admin
97,VietHai,VietHai,10.39.90.2,10.39.90.2,FOC2651Y8VY ,None,None,None,None,2024-05-30,2028-05-31,None,admin
98,VietHai,VietHai,10.39.90.121,10.39.90.121,FOC2603YLEG,None,None,None,None,None,2027-03-31,None,admin
99,VietHai,VietHai,10.39.90.122,10.39.90.122,FOC2603YLDT,None,None,None,None,None,2027-03-31,None,admin
100,VietHai,VietHai,10.39.90.123,10.39.90.123,FOC2603YLH9,None,None,None,None,None,None,None,admin
101,VietHai,VietHai,10.39.90.124,10.39.90.124,FOC2651YEH6,None,None,None,None,None,2027-03-31,None,admin
102,VietHai,VietHai,10.39.90.125,10.39.90.125,FOC2603YLB2,None,None,None,None,None,2027-03-31,None,admin
103,VietHai,VietHai,10.39.90.126,10.39.90.126,FOC2651YDXG,None,None,None,None,None,2027-03-31,None,admin
104,VietHai,VietHai,10.39.90.127,10.39.90.127,FOC2651YDJX,None,None,None,None,None,None,None,admin
105,VietHai,VietHai,10.39.90.128,10.39.90.128,FOC2603YLAG,None,None,None,None,None,2027-03-31,None,admin
106,VietHai,VietHai,10.39.90.129,10.39.90.129,FOC2651YFXH,None,None,None,None,None,2027-03-31,None,admin
107,VietHai,VietHai,10.39.90.130,10.39.90.130,FOC2715YYJR,None,None,None,None,None,None,None,admin
108,VietA,VietA,10.39.65.1,10.39.65.1,FOC2715YVV7,None,None,None,None,None,2027-03-31,None,admin
109,VietA,VietA,10.39.65.154,10.39.65.154,FOC2715YQSH,None,None,None,None,None,None,None,admin
110,VietA,VietA,10.39.65.155,10.39.65.155,FOC2715YY3B,None,None,None,None,None,None,None,admin
111,VietA,VietA,10.39.65.156,10.39.65.156,FOC2715YWLE,None,None,None,None,None,None,None,admin
112,HOMN,HOMN,10.100.176.1,10.100.176.1,FOC2604YCWW,2023-04-15,2026-04-14,None,None,None,None,None,admin
113,HOMN,HOMN,10.100.176.4,10.100.176.4,FOC2603YL7N,2023-04-15,2026-04-14,None,None,None,None,None,admin
114,HOMN,HOMN,10.100.176.31,10.100.176.31,JAE26271TZ7,2023-04-15,2026-04-14,None,None,None,None,None,admin
115,HOMN,HOMN,10.100.176.32,10.100.176.32,JAE26271U6K,2023-04-15,2026-04-14,None,None,None,None,None,admin
116,HOMN,HOMN,10.100.176.33,10.100.176.33,JAE26271UT2,2023-04-15,2026-04-14,None,None,None,None,None,admin
117,HOMN,HOMN,10.100.176.34,10.100.176.34,JAE26271TN7,2023-04-15,2026-04-14,None,None,None,None,None,admin
118,HOMN,HOMN,10.100.176.35,10.100.176.35,JAE26271UMH,2023-04-15,2026-04-14,None,None,None,None,None,admin
119,HOMN,HOMN,10.100.176.36,10.100.176.36,JAE26271URJ,2023-04-15,2026-04-14,None,None,None,None,None,admin
120,HOMN,HOMN,10.100.176.37,10.100.176.37,JAE26271UHW,2023-04-15,2026-04-14,None,None,None,None,None,admin
121,HOMN,HOMN,10.100.176.38,10.100.176.38,FOC26313VKP,2023-04-15,2026-04-14,None,None,None,None,None,admin
122,HOMN,HOMN,10.100.176.8,10.100.176.8,FOC2603YL10,2023-04-15,2026-04-14,None,None,None,None,None,admin
123,HOMN,HOMN,10.100.176.40,10.100.176.40,JAE26271TN4,2023-04-15,2026-04-14,None,None,None,None,None,admin
124,HOMN,HOMN,10.100.176.12,10.100.176.12,FOC2603YLE6,2023-04-15,2026-04-14,None,None,None,None,None,admin
125,HOMN,HOMN,10.100.176.44,10.100.176.44,FOC26313V7X,2023-04-15,2026-04-14,None,None,None,None,None,admin
126,HOMN,HOMN,10.100.176.10,10.100.176.10,FOC2603YLCB,2023-04-15,2026-04-14,None,None,None,None,None,admin
127,HOMN,HOMN,10.100.176.48,10.100.176.48,JAE26271U39,2023-04-15,2026-04-14,None,None,None,None,None,admin
128,HOMN,HOMN,10.100.176.51,10.100.176.51,JAE26271UH1,2023-04-15,2026-04-14,None,None,None,None,None,admin
129,HOMN,HOMN,10.100.176.52,10.100.176.52,JAE26271TWZ,2023-04-15,2026-04-14,None,None,None,None,None,admin
130,HOMN,HOMN,10.100.176.53,10.100.176.53,JAE26271U2P,2023-04-15,2026-04-14,None,None,None,None,None,admin
131,HOMN,HOMN,10.100.176.54,10.100.176.54,JAE26271UMY,2023-04-15,2026-04-14,None,None,None,None,None,admin
132,HOMN,HOMN,10.100.176.55,10.100.176.55,JAE26271UM1,2023-04-15,2026-04-14,None,None,None,None,None,admin
133,HOMN,HOMN,10.100.176.71,10.100.176.71,JAE26271TYT,2023-04-15,2026-04-14,None,None,None,None,None,admin
134,HOMN,HOMN,10.100.176.70,10.100.176.70,JAE26271UMK,2023-04-15,2026-04-14,None,None,None,None,None,admin
135,HOMN,HOMN,10.100.176.205,10.100.176.205,JAE26271TRK,2023-04-15,2026-04-14,None,None,None,None,None,admin
136,HOMN,HOMN,10.100.176.204,10.100.176.204,JAE26271TV8,2023-04-15,2026-04-14,None,None,None,None,None,admin
137,HOMN,HOMN,10.100.176.49,10.100.176.49,FOC26313V1V,2023-04-15,2026-04-14,None,None,None,None,None,admin
138,HOMN,HOMN,10.100.176.50,10.100.176.50,FOC26313UXQ,2023-04-15,2026-04-14,None,None,None,None,None,admin
139,HOMN,HOMN,10.100.176.6,10.100.176.6,FOC2603YLAW,2023-04-15,2026-04-14,None,None,None,None,None,admin
140,HOMN,HOMN,10.100.176.59,10.100.176.59,FOC26313VNG,2023-04-15,2026-04-14,None,None,None,None,None,admin
141,HOMN,HOMN,10.100.175.4,10.100.175.4,FCL263200LM,2023-04-15,2026-04-14,None,None,None,None,None,admin
142,VietHai,VietHai,10.39.90.1,10.39.90.1,FOC2731Y3KD,None,None,None,None,None,None,None,admin
143,TTVMT,TTVMT,10.196.9.6,10.196.9.6,1218320243,2023-01-06,2024-05-31,None,None,None,2024-03-31,None,admin
144,TTVMT,TTVMT,10.196.9.8,10.196.9.8,318320121,2023-01-06,2024-05-31,None,None,None,2024-03-31,None,admin
145,TTVMT,TTVMT,10.196.129.252,10.196.129.252,2141BA0978,2023-04-28,2024-05-31,None,None,2025-07-31,None,None,admin
146,TTVMT,TTVMT,10.196.129.253,10.196.129.253,2141BA0975,2023-04-28,2024-05-31,None,None,2025-07-31,None,None,admin
147,TTVMT,TTVMT,10.31.255.142,10.31.255.142,FGL2604LSTC,None,2026-04-14,None,None,2025-08-31,2028-11-30,None,admin
148,TTVMT,TTVMT,10.31.255.138,10.31.255.138,FGL2604LSSJ,None,2026-04-14,None,None,2025-08-31,2028-11-30,None,admin
149,TTVMN,TTVMN,10.31.255.35,10.31.255.35,FGL221780SQ,2023-06-01,2024-05-31,None,None,2025-08-31,2028-11-30,None,admin
150,TTVMN,TTVMN,10.31.255.36,10.31.255.36,FGL221780SR,2023-06-01,2024-05-31,None,None,2025-08-31,2028-11-30,None,admin
151,TTVMN,TTVMN,10.128.9.3,10.128.9.3,FOC1824Y525,None,2023-05-31,None,None,2016-11-05,2020-11-30,None,admin
152,TTVMN,TTVMN,10.128.9.9,10.128.9.9,FGL152829N3,None,2023-05-31,None,None,2016-09-30,2020-09-30,None,admin
153,TTVMN,TTVMN,10.128.11.111,10.128.11.111,3517320123,2023-01-06,2023-10-31,None,None,None,2023-10-31,None,admin
154,TTVMN,TTVMN,10.128.11.112,10.128.11.112,3517320124,2023-01-06,2023-10-31,None,None,None,2023-10-31,None,admin
155,TTVMN,TTVMN,10.128.128.19,10.128.128.19,1945BA2416,2023-01-06,2024-05-31,None,None,2025-07-31,2025-12-31,None,admin
156,TTVMN,TTVMN,10.128.128.20,10.128.128.20,1945BA2422,2023-01-06,2024-05-31,None,None,2025-07-31,2025-12-31,None,admin
157,89LH,89LH,10.39.130.1,10.39.130.1,FGL201310L1,2023-06-01,2024-05-31,None,None,2025-08-31,2028-11-30,None,admin
158,89LH,89LH,10.39.130.2,10.39.130.2,FGL201310L2,2023-06-01,2024-05-31,None,None,2025-08-31,2028-11-30,None,admin
159,89LH,89LH,10.39.214.1,10.39.214.1,FGL174510UH,2023-01-06,2023-12-31,None,None,2022-09-12,2022-12-31,None,admin
160,89LH,89LH,10.39.214.10,10.39.214.10,FGL1726126F,2023-01-06,2023-12-31,None,None,2022-09-12,2022-12-31,None,admin
161,89LH,89LH,10.39.130.6,10.39.130.6,1948BA2883,2023-06-01,2024-05-31,None,None,2025-07-31,2025-12-31,None,admin
162,89LH,89LH,10.39.130.7,10.39.130.7,1948BA2885,2023-06-01,2024-05-31,None,None,2025-07-31,2025-12-31,None,admin
163,89LH,89LH,10.39.190.40,10.39.190.40,FCW2011A2TL,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
164,89LH,89LH,10.39.190.65,10.39.190.65,FOC2220T72X,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
165,89LH,89LH,10.39.191.160,10.39.191.160,FCW2011A2V7,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
166,89LH,89LH,10.39.191.161,10.39.191.161,FOC2011W1BF,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
167,89LH,89LH,10.39.191.162,10.39.191.162,FCW1831A1LT,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
168,89LH,89LH,10.39.191.165,10.39.191.165,FOC2011W1SZ,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
169,89LH,89LH,10.39.191.166,10.39.191.166,FCW1930A2X0,None,None,None,None,2003-10-31,2027-10-31,2026-01-27,admin
170,89LH,89LH,10.39.191.164,10.39.191.164,FCW2011A2VP,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
171,89LH,89LH,10.39.190.70,10.39.190.70,FCW2011A312,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
172,89LH,89LH,10.39.191.246,10.39.191.246,FOC2202T1CJ,None,None,None,None,2023-10-31,2027-10-31,None,admin
173,89LH,89LH,10.39.191.195,10.39.191.195,FOC1924S60E,None,2019-06-21,None,None,2003-10-31,2027-10-31,None,admin
174,89LH,89LH,10.39.191.212,10.39.191.212,FCW2011A2XX,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
175,89LH,89LH,10.39.191.211,10.39.191.211,FOC2009S78Z,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
176,89LH,89LH,10.39.190.55,10.39.190.55,FCW2011A2VG,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
177,89LH,89LH,10.39.191.213,10.39.191.213,FOC2011W1B0,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
178,89LH,89LH,10.39.190.56,10.39.190.56,FOC2011W19W,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
179,89LH,89LH,10.39.191.126,10.39.191.126,FCW2011A2UD,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
180,89LH,89LH,10.39.190.57,10.39.190.57,FCQ1735X3F7,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
181,89LH,89LH,10.39.190.58,10.39.190.58,FCQ1735X34H,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
182,89LH,89LH,10.39.190.59,10.39.190.59,FCQ1602X5HW,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
183,89LH,89LH,10.39.190.60,10.39.190.60,FCQ1641Y4G5,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
184,89LH,89LH,10.39.190.61,10.39.190.61,FCQ1651Y7N2,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
185,89LH,89LH,10.39.190.62,10.39.190.62,FCQ1641Y4D6,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
186,89LH,89LH,10.39.191.194,10.39.191.194,FOC2346L7LJ,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
187,89LH,89LH,10.39.190.201,10.39.190.201,FOC2350LB12,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
188,89LH,89LH,10.39.191.190,10.39.191.190,FOC2350LAP8,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
189,89LH,89LH,10.39.190.202,10.39.190.202,FOC2402L7Z0,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
190,89LH,89LH,10.39.190.36,10.39.190.36,FOC2126S1MD,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
191,89LH,89LH,10.39.191.4,10.39.191.4,FOC2011Z1KQ,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
192,89LH,89LH,10.39.191.252,10.39.191.252,FOC2221T02B,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
193,89LH,89LH,10.39.191.8,10.39.191.8,FOC2011Z1JZ,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
194,89LH,89LH,10.39.190.97,10.39.190.97,FCQ1729Y4KP,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
195,89LH,89LH,10.39.190.85,10.39.190.85,FCW2011A2VD,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
196,89LH,89LH,10.39.191.177,10.39.191.177,FOC2011W1BJ,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
197,89LH,89LH,10.39.191.176,10.39.191.176,FCW2011A2W0,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
198,89LH,89LH,10.39.191.175,10.39.191.175,FCW2011A2TP,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
199,89LH,89LH,10.39.190.87,10.39.190.87,FCW2011A2UB,None,None,None,None,None,None,None,admin
200,89LH,89LH,10.39.191.133,10.39.191.133,FCQ1702Y6DC,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
201,89LH,89LH,10.39.191.157,10.39.191.157,FCW2011A30A,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
202,89LH,89LH,10.39.191.156,10.39.191.156,FOC2011W1A6,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
203,89LH,89LH,10.39.191.233,10.39.191.233,FOC2215T0ZG,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
204,89LH,89LH,10.39.191.179,10.39.191.179,FCW2011A2U7,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
205,89LH,89LH,10.39.190.86,10.39.190.86,FCW2011A318,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
206,89LH,89LH,10.39.191.180,10.39.191.180,FOC2011W1U2,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
207,89LH,89LH,10.39.191.163,10.39.191.163,FCW2011A2W7,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
208,89LH,89LH,10.39.190.92,10.39.190.92,FCQ1641Y4G1,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
209,89LH,89LH,10.39.190.93,10.39.190.93,FCQ1544Y3B3,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
210,89LH,89LH,10.39.190.95,10.39.190.95,FCQ1614X3X4,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
211,89LH,89LH,10.39.190.94,10.39.190.94,FCQ1627Y0JQ,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
212,89LH,89LH,10.39.190.96,10.39.190.96,FOC1650W1EL,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
213,89LH,89LH,10.39.190.88,10.39.190.88,FCQ1741Y4DF,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
214,89LH,89LH,10.39.190.89,10.39.190.89,FCQ1644Y5RN,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
215,89LH,89LH,10.39.190.90,10.39.190.90,FCQ1705Y19N,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
216,89LH,89LH,10.39.190.91,10.39.190.91,FCQ1705Y19A,2023-01-06,2023-12-31,None,None,2015-10-31,2019-10-31,None,admin
217,89LH,89LH,10.39.191.193,10.39.191.193,FCQ1731X3J8,None,None,None,None,2015-10-31,2019-10-31,None,admin
218,89LH,89LH,10.39.191.9,10.39.191.9,FOC2011Z1K5,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
219,89LH,89LH,10.39.191.10,10.39.191.10,FOC2011Z1KN,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
220,89LH,89LH,10.39.191.110,10.39.191.110,FCW2011A2W6,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
221,89LH,89LH,10.39.191.111,10.39.191.111,FOC2011W1AU,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
222,89LH,89LH,10.39.191.112,10.39.191.112,FCW2011A2W8,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
223,89LH,89LH,10.39.191.113,10.39.191.113,FOC2011W19B,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
224,89LH,89LH,10.39.191.114,10.39.191.114,FOC2011W1A2,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
225,89LH,89LH,10.39.191.115,10.39.191.115,FOC2011W1K5,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
226,89LH,89LH,10.39.191.116,10.39.191.116,FCW2011A2T7,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
227,89LH,89LH,10.39.191.117,10.39.191.117,FCW2011A2W2,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
228,89LH,89LH,10.39.191.118,10.39.191.118,FCW2011A2U9,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
229,89LH,89LH,10.39.191.119,10.39.191.119,FCW2011A2VU,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
230,89LH,89LH,10.39.190.108,10.39.190.108,FOC26284L1E,2022-09-27,2025-09-26,None,None,None,None,None,admin
231,89LH,89LH,10.39.190.107,10.39.190.107,FOC26284LJS,2022-09-27,2025-09-26,None,None,None,None,None,admin
232,89LH,89LH,10.39.190.109,10.39.190.109,FOC26284LJ6,2022-09-27,2025-09-26,None,None,None,None,None,admin
233,89LH,89LH,10.39.190.110,10.39.190.110,FOC26284KZN,2022-09-27,2025-09-26,None,None,None,None,None,admin
234,89LH,89LH,10.39.190.111,10.39.190.111,FOC26284M4Y,2022-09-27,2025-09-26,None,None,None,None,None,admin
235,89LH,89LH,10.39.190.112,10.39.190.112,FOC1650W1EA,2023-06-01,2024-05-31,None,None,2003-10-31,2027-10-31,None,admin
236,89LH,89LH,10.39.190.248,10.39.190.248,FOC26284J4B,2022-09-27,2025-09-26,None,None,None,None,None,admin
237,89LH,89LH,10.39.190.103,10.39.190.103,FOC26284LD5,2022-09-27,2025-09-26,None,None,None,None,None,admin
